State,school,Student Enrollment,Violent Crime,Murder and Nonnegligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-Theft,Motor Vehicle Theft,Arson
MA,massachusetts college of art,"2,164",1.0,0.0,1.0,0.0,0.0,14,2.0,12.0,0.0,0.0
MA,massachusetts college of liberal arts,"1,299",1.0,0.0,0.0,0.0,1.0,5,0.0,5.0,0.0,0.0
MA,massachusetts institute of technology,"12,923",2.0,0.0,1.0,0.0,1.0,238,16.0,221.0,1.0,0.0
MA,massasoit community college,"8,032",0.0,0.0,0.0,0.0,0.0,3,1.0,2.0,0.0,0.0
MA,mcphs university,"7,965",0.0,0.0,0.0,0.0,0.0,11,1.0,10.0,0.0,0.0
MA,merrimack college,"6,665",7.0,0.0,3.0,0.0,4.0,13,2.0,11.0,0.0,0.0
MA,mount holyoke college,"2,600",0.0,0.0,0.0,0.0,0.0,30,0.0,30.0,0.0,0.0
MA,mount wachusett community college,"4,219",0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0
MA,northeastern university,"37,702",9.0,0.0,8.0,0.0,1.0,320,11.0,307.0,2.0,1.0
MA,north shore community college,"6,652",0.0,0.0,0.0,0.0,0.0,7,2.0,5.0,0.0,0.0
MA,quinsigamond community college,"8,635",1.0,0.0,0.0,0.0,1.0,8,1.0,7.0,0.0,0.0
MA,salem state university,"8,470",3.0,0.0,1.0,0.0,2.0,24,4.0,20.0,0.0,0.0
MA,simmons college,"6,957",0.0,0.0,0.0,0.0,0.0,10,0.0,10.0,0.0,0.0
MA,smith college,"3,265",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MA,springfield college,"3,135",1.0,0.0,1.0,0.0,0.0,10,0.0,3.0,7.0,0.0
MA,springfield technical community college,"5,373",0.0,0.0,0.0,0.0,0.0,7,0.0,7.0,0.0,0.0
MA,stonehill college,"2,531",3.0,0.0,1.0,0.0,2.0,6,0.0,6.0,0.0,0.0
MA,tufts university medford,"15,523",1.0,0.0,0.0,0.0,1.0,21,2.0,19.0,0.0,0.0
MA,tufts university suffolk,,1.0,0.0,0.0,0.0,1.0,10,0.0,10.0,0.0,0.0
MA,tufts university worcester,,0.0,0.0,0.0,0.0,0.0,3,0.0,3.0,0.0,0.0
MA,university of massachusetts amherst,"36,872",13.0,0.0,4.0,1.0,8.0,145,12.0,133.0,0.0,0.0
MA,university of massachusetts dartmouth,"8,837",8.0,0.0,5.0,0.0,3.0,35,3.0,32.0,0.0,2.0
MA,university of massachusetts harbor campus boston,"18,901",2.0,0.0,0.0,0.0,2.0,18,1.0,16.0,1.0,0.0
MA,university of massachusetts lowell,"21,543",4.0,0.0,3.0,0.0,1.0,110,16.0,93.0,1.0,0.0
MA,university of massachusetts medical center worcester,"1,335",12.0,0.0,0.0,0.0,12.0,33,2.0,28.0,3.0,0.0
MA,wellesley college,"2,548",0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
MA,wentworth institute of technology,"4,930",3.0,0.0,2.0,0.0,1.0,42,2.0,34.0,6.0,0.0
MA,western new england university,"4,034",1.0,0.0,1.0,0.0,0.0,15,6.0,9.0,0.0,0.0
MA,westfield state university,"5,478",7.0,0.0,5.0,0.0,2.0,16,2.0,12.0,2.0,0.0
MA,wheaton college,"1,781",0.0,0.0,0.0,0.0,0.0,6,4.0,2.0,0.0,0.0
MA,worcester polytechnic institute,"7,761",4.0,0.0,0.0,0.0,4.0,27,4.0,23.0,0.0,0.0
MA,worcester state university,"7,284",5.0,1.0,1.0,0.0,3.0,18,3.0,15.0,0.0,0.0
MI,delta college,"9,360",0.0,0.0,0.0,0.0,0.0,4,0.0,4.0,0.0,0.0
MI,eastern michigan university,"19,081",21.0,0.0,8.0,0.0,13.0,94,5.0,86.0,3.0,0.0
MI,grand rapids community college,"18,247",0.0,0.0,0.0,0.0,0.0,17,2.0,14.0,1.0,0.0
MI,grand valley state university,"25,460",17.0,0.0,7.0,0.0,10.0,126,7.0,116.0,3.0,0.0
MI,kalamazoo valley community college,"10,250",0.0,0.0,0.0,0.0,0.0,11,0.0,11.0,0.0,0.0
MI,kellogg community college,"4,813",6.0,0.0,0.0,0.0,6.0,1,0.0,0.0,1.0,0.0
MI,lansing community college,"14,324",0.0,0.0,0.0,0.0,0.0,15,0.0,15.0,0.0,0.0
MI,macomb community college,"23,559",0.0,0.0,0.0,0.0,0.0,8,0.0,8.0,0.0,0.0
MI,michigan state university,"53,948",20.0,3.0,4.0,3.0,10.0,469,14.0,425.0,30.0,0.0
MI,michigan technological university,"7,402",0.0,0.0,0.0,0.0,0.0,30,1.0,29.0,0.0,0.0
MI,mott community college,"8,337",0.0,0.0,0.0,0.0,0.0,6,0.0,6.0,0.0,0.0
MI,northern michigan university,"8,042",7.0,0.0,6.0,0.0,1.0,18,0.0,17.0,1.0,0.0
MI,oakland community college,"22,047",0.0,0.0,0.0,0.0,0.0,7,0.0,7.0,0.0,0.0
MI,oakland university,"19,831",2.0,0.0,1.0,1.0,0.0,28,1.0,26.0,1.0,0.0
MI,saginaw valley state university,"8,256",7.0,0.0,2.0,0.0,5.0,29,6.0,23.0,0.0,0.0
MI,schoolcraft college,"13,344",0.0,0.0,0.0,0.0,0.0,8,0.0,7.0,1.0,0.0
MI,university of michigan ann arbor,"52,356",30.0,0.0,6.0,1.0,23.0,506,13.0,470.0,23.0,1.0
MI,university of michigan dearborn,"9,651",1.0,0.0,0.0,0.0,1.0,10,0.0,10.0,0.0,0.0
MI,university of michigan flint,"7,471",4.0,0.0,0.0,0.0,4.0,55,2.0,48.0,5.0,0.0
MI,washtenaw community college,"19,343",1.0,0.0,0.0,0.0,1.0,15,0.0,14.0,1.0,0.0
MI,western michigan university,"20,232",6.0,0.0,2.0,0.0,4.0,102,0.0,96.0,6.0,1.0
MN,university of minnesota duluth,"10,708",2.0,0.0,0.0,0.0,2.0,24,4.0,20.0,0.0,0.0
MN,university of minnesota morris,"1,372",0.0,0.0,0.0,0.0,0.0,10,0.0,10.0,0.0,0.0
MN,university of minnesota twin cities,"60,763",24.0,0.0,7.0,6.0,11.0,462,29.0,380.0,53.0,1.0
MS,east mississippi community college communiversity,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,east mississippi community college golden triangle,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,east mississippi community college scooba,"5,481",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,east mississippi community college west point,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,holmes community college goodman,"5,145",0.0,0.0,0.0,0.0,0.0,3,0.0,2.0,1.0,0.0
MS,holmes community college grenada,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,holmes community college ridgeland,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,jones county junior college,"5,809",0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0
MS,mississippi delta community college,"3,064",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,mississippi state university,"25,666",5.0,0.0,2.0,0.0,3.0,53,3.0,47.0,3.0,0.0
MS,northeast mississippi community college,"3,970",0.0,0.0,0.0,0.0,0.0,6,1.0,5.0,0.0,1.0
MS,northwest mississippi community college desoto,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,northwest mississippi community college senatobia,"9,175",0.0,0.0,0.0,0.0,0.0,4,0.0,3.0,1.0,0.0
MS,pearl river community college forrest,"6,948",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MS,pearl river community college poplarville,,2.0,0.0,0.0,0.0,2.0,1,0.0,1.0,0.0,0.0
MS,university of mississippi oxford,"23,679",6.0,0.0,3.0,1.0,2.0,70,8.0,59.0,3.0,1.0
MO,jefferson college,"4,479",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MO,metropolitan community college,"18,284",0.0,0.0,0.0,0.0,0.0,37,1.0,26.0,10.0,0.0
MO,missouri southern state university,"5,219",2.0,0.0,2.0,0.0,0.0,27,0.0,26.0,1.0,0.0
MO,missouri university of science and technology,"7,812",0.0,0.0,0.0,0.0,0.0,51,1.0,46.0,4.0,1.0
MO,northwest missouri state university,"9,761",4.0,0.0,3.0,0.0,1.0,20,0.0,20.0,0.0,0.0
MO,southeast missouri state university,"11,221",5.0,0.0,2.0,0.0,3.0,26,3.0,21.0,2.0,0.0
MO,st charles community college,"8,226",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
MO,st louis community college meramec,"22,035",0.0,0.0,0.0,0.0,0.0,24,0.0,22.0,2.0,0.0
MO,truman state university,"4,524",0.0,0.0,0.0,0.0,0.0,34,1.0,32.0,1.0,0.0
MO,university of central missouri,"15,077",4.0,0.0,1.0,1.0,2.0,30,3.0,23.0,4.0,0.0
MO,university of missouri columbia,"34,122",17.0,0.0,9.0,0.0,8.0,200,7.0,181.0,12.0,1.0
MO,university of missouri kansas city,"18,325",3.0,0.0,0.0,1.0,2.0,69,9.0,39.0,21.0,0.0
MO,washington university,"18,783",0.0,0.0,0.0,0.0,0.0,89,1.0,82.0,6.0,0.0
MT,montana state university,"18,880",3.0,0.0,1.0,0.0,2.0,137,2.0,134.0,1.0,2.0
MT,montana state university billings,"5,403",1.0,0.0,1.0,0.0,0.0,20,2.0,18.0,0.0,0.0
MT,university of montana,"12,318",7.0,0.0,1.0,0.0,6.0,93,0.0,87.0,6.0,0.0
NE,metropolitan community college douglas county,"20,852",0.0,0.0,0.0,0.0,0.0,32,2.0,29.0,1.0,0.0
NE,university of nebraska kearney,"7,567",2.0,0.0,1.0,0.0,1.0,28,2.0,26.0,0.0,0.0
NE,university of nebraska lincoln,"26,722",10.0,0.0,6.0,1.0,3.0,128,4.0,117.0,7.0,0.0
NE,university of nebraska omaha,"18,020",5.0,0.0,2.0,2.0,1.0,128,0.0,114.0,14.0,0.0
NV,university of nevada reno,"23,185",5.0,0.0,3.0,0.0,2.0,235,7.0,209.0,19.0,0.0
NH,plymouth state university,"4,706",0.0,0.0,0.0,0.0,0.0,24,0.0,24.0,0.0,0.0
NH,university of new hampshire,"15,134",2.0,0.0,2.0,0.0,0.0,70,8.0,60.0,2.0,0.0
NJ,monmouth university,"6,034",0.0,0.0,0.0,0.0,0.0,9,0.0,4.0,5.0,0.0
NJ,new jersey institute of technology,"13,649",5.0,0.0,2.0,1.0,2.0,76,6.0,59.0,11.0,0.0
NJ,princeton university,"8,631",2.0,0.0,1.0,0.0,1.0,206,9.0,163.0,34.0,0.0
NJ,rowan university,"22,080",8.0,0.0,1.0,0.0,7.0,83,2.0,81.0,0.0,0.0
NJ,rutgers university camden,"7,470",9.0,0.0,0.0,2.0,7.0,60,0.0,58.0,2.0,0.0
NJ,rutgers university newark,"14,168",10.0,0.0,1.0,5.0,4.0,159,6.0,124.0,29.0,0.0
NJ,rutgers university,"56,603",21.0,0.0,10.0,3.0,8.0,307,37.0,265.0,5.0,1.0
NJ,stevens institute of technology,"9,111",0.0,0.0,0.0,0.0,0.0,19,1.0,18.0,0.0,0.0
NJ,stockton university,"11,602",2.0,0.0,2.0,0.0,0.0,41,0.0,40.0,1.0,0.0
NJ,college of new jersey,"8,566",1.0,0.0,1.0,0.0,0.0,34,4.0,28.0,2.0,0.0
NM,new mexico institute of mining and technology,"2,000",0.0,0.0,0.0,0.0,0.0,26,4.0,21.0,1.0,0.0
NM,new mexico state university,"15,892",10.0,0.0,3.0,0.0,7.0,167,13.0,132.0,22.0,2.0
NM,university of new mexico,"23,914",45.0,0.0,5.0,3.0,37.0,484,35.0,370.0,79.0,3.0
NY,cornell university,"26,304",3.0,0.0,3.0,0.0,0.0,249,16.0,233.0,0.0,9.0
NY,ithaca college,"5,679",5.0,0.0,5.0,0.0,0.0,72,9.0,63.0,0.0,0.0
NY,state university of new york police albany,"19,585",3.0,0.0,0.0,0.0,3.0,119,3.0,115.0,1.0,0.0
NY,state university of new york police alfred,"3,796",6.0,0.0,3.0,0.0,3.0,25,0.0,25.0,0.0,0.0
NY,state university of new york police binghamton,"19,938",2.0,0.0,2.0,0.0,0.0,141,4.0,137.0,0.0,0.0
NY,state university of new york police brockport,"8,150",0.0,0.0,0.0,0.0,0.0,21,2.0,18.0,1.0,0.0
NY,state university of new york police buffalo,"35,908",4.0,0.0,2.0,0.0,2.0,197,10.0,172.0,15.0,2.0
NY,state university of new york police buffalo state college,"8,231",4.0,0.0,2.0,0.0,2.0,108,6.0,84.0,18.0,1.0
NY,state university of new york police canton,"4,151",1.0,0.0,1.0,0.0,0.0,9,1.0,8.0,0.0,0.0
NY,state university of new york police cobleskill,"2,067",1.0,0.0,1.0,0.0,0.0,6,0.0,6.0,0.0,0.0
NY,state university of new york police cortland,"7,626",1.0,0.0,1.0,0.0,0.0,38,4.0,34.0,0.0,0.0
NY,state university of new york police delhi,"2,980",0.0,0.0,0.0,0.0,0.0,19,2.0,17.0,0.0,0.0
NY,state university of new york police downstate medical,"2,522",2.0,0.0,0.0,0.0,2.0,27,0.0,27.0,0.0,0.0
NY,state university of new york police environmental science,"2,214",0.0,0.0,0.0,0.0,0.0,16,0.0,16.0,0.0,0.0
NY,state university of new york police geneseo,"4,941",3.0,0.0,2.0,0.0,1.0,42,1.0,41.0,0.0,0.0
NY,state university of new york police maritime,"1,895",0.0,0.0,0.0,0.0,0.0,4,1.0,3.0,0.0,0.0
NY,state university of new york police new paltz,"8,168",1.0,0.0,0.0,0.0,1.0,29,0.0,29.0,0.0,0.0
NY,state university of new york police old westbury,"5,407",2.0,0.0,1.0,0.0,1.0,24,5.0,18.0,1.0,0.0
NY,state university of new york police oneonta,"6,354",0.0,0.0,0.0,0.0,0.0,33,0.0,32.0,1.0,1.0
NY,state university of new york police optometry,409,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
NY,state university of new york police oswego,"8,104",2.0,0.0,1.0,0.0,1.0,50,3.0,47.0,0.0,0.0
NY,state university of new york police plattsburgh,"5,461",1.0,0.0,1.0,0.0,0.0,41,0.0,41.0,0.0,0.0
NY,state university of new york police potsdam,"2,978",0.0,0.0,0.0,0.0,0.0,13,0.0,13.0,0.0,0.0
NY,state university of new york police upstate medical,"1,637",6.0,0.0,1.0,1.0,4.0,82,2.0,73.0,7.0,0.0
NC,duke university,"18,357",4.0,0.0,0.0,1.0,3.0,396,11.0,362.0,23.0,0.0
NC,east carolina university,"31,263",5.0,0.0,5.0,0.0,0.0,169,9.0,160.0,0.0,0.0
NC,elon university,"7,446",5.0,0.0,3.0,0.0,2.0,24,3.0,20.0,1.0,0.0
NC,fayetteville state university,"8,294",5.0,0.0,2.0,1.0,2.0,15,3.0,9.0,3.0,0.0
NC,methodist university,"2,077",2.0,0.0,2.0,0.0,0.0,20,6.0,12.0,2.0,0.0
NC,north carolina agricultural and technical state university,"14,642",12.0,0.0,5.0,2.0,5.0,101,18.0,79.0,4.0,0.0
NC,north carolina central university,"8,824",8.0,0.0,5.0,0.0,3.0,60,8.0,43.0,9.0,0.0
NC,north carolina state university raleigh,"40,469",11.0,0.0,3.0,0.0,8.0,232,35.0,189.0,8.0,1.0
NC,university of north carolina asheville,"3,698",2.0,0.0,1.0,0.0,1.0,21,5.0,15.0,1.0,0.0
NC,university of north carolina chapel hill,"34,015",12.0,1.0,4.0,2.0,5.0,288,13.0,207.0,68.0,0.0
NC,university of north carolina charlotte,"33,944",4.0,0.0,1.0,1.0,2.0,175,0.0,168.0,7.0,0.0
NC,university of north carolina greensboro,"20,975",10.0,0.0,6.0,1.0,3.0,127,5.0,116.0,6.0,0.0
NC,university of north carolina pembroke,"9,949",1.0,0.0,1.0,0.0,0.0,34,9.0,22.0,3.0,0.0
NC,western carolina university,"13,551",11.0,0.0,9.0,1.0,1.0,65,17.0,48.0,0.0,3.0
ND,bismarck state college,"4,609",0.0,0.0,0.0,0.0,0.0,9,0.0,9.0,0.0,0.0
ND,north dakota state college of science,"3,456",1.0,0.0,1.0,0.0,0.0,8,0.0,8.0,0.0,0.0
ND,north dakota state university,"13,753",6.0,0.0,5.0,0.0,1.0,109,3.0,103.0,3.0,0.0
ND,university of north dakota,"16,981",2.0,0.0,1.0,0.0,1.0,65,8.0,57.0,0.0,0.0
OH,bowling green state university,"20,707",2.0,0.0,1.0,1.0,0.0,71,4.0,61.0,6.0,0.0
OH,capital university,"4,028",1.0,0.0,0.0,0.0,1.0,16,6.0,10.0,0.0,1.0
OH,columbus state community college,"42,083",0.0,0.0,0.0,0.0,0.0,37,0.0,25.0,12.0,0.0
OH,kent state university,"30,961",6.0,0.0,3.0,0.0,3.0,134,1.0,133.0,0.0,0.0
OH,ohio state university columbus,"66,817",27.0,0.0,6.0,6.0,15.0,626,34.0,496.0,96.0,3.0
OH,ohio university,"28,464",5.0,0.0,3.0,0.0,2.0,91,9.0,74.0,8.0,1.0
OH,university of akron,"16,571",4.0,0.0,3.0,1.0,0.0,63,1.0,53.0,9.0,0.0
OH,university of cincinnati,"47,930",11.0,0.0,6.0,0.0,5.0,200,21.0,141.0,38.0,0.0
OH,university of toledo,"18,845",4.0,0.0,1.0,1.0,2.0,93,3.0,79.0,11.0,0.0
OK,cameron university,"4,253",0.0,0.0,0.0,0.0,0.0,5,0.0,5.0,0.0,0.0
OK,carl albert state college poteau,"2,218",1.0,0.0,1.0,0.0,0.0,3,1.0,1.0,1.0,0.0
OK,carl albert state college sallisaw,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
OK,east central university,"4,142",0.0,0.0,0.0,0.0,0.0,10,1.0,9.0,0.0,0.0
OK,eastern oklahoma state college,"1,668",0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
OK,langston university,"2,186",3.0,0.0,1.0,0.0,2.0,36,4.0,31.0,1.0,0.0
OK,northeastern oklahoma a&m college,"2,228",0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
OK,northeastern state university tahlequah,"8,388",3.0,0.0,0.0,0.0,3.0,11,1.0,6.0,4.0,0.0
OK,northwestern oklahoma state university,"2,168",1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
OK,oklahoma city community college,"16,315",1.0,0.0,0.0,1.0,0.0,9,0.0,9.0,0.0,0.0
OK,oklahoma city university,"2,912",0.0,0.0,0.0,0.0,0.0,26,8.0,18.0,0.0,0.0
OK,oklahoma panhandle state university,"1,675",1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0
OK,oklahoma state university,"27,223",10.0,0.0,5.0,1.0,4.0,127,18.0,105.0,4.0,0.0
OK,oklahoma state university okmulgee,"3,012",0.0,0.0,0.0,0.0,0.0,20,0.0,18.0,2.0,0.0
OK,oklahoma state university tulsa,"1,474",0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1.0,0.0
OK,rogers state university,"3,854",1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0
OK,seminole state college,"1,951",2.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0
OK,southeastern oklahoma state university,"7,251",0.0,0.0,0.0,0.0,0.0,6,3.0,3.0,0.0,0.0
OK,southern nazarene university,"2,819",0.0,0.0,0.0,0.0,0.0,5,1.0,4.0,0.0,0.0
OK,southwestern oklahoma state university,"5,647",0.0,0.0,0.0,0.0,0.0,3,0.0,3.0,0.0,0.0
OK,tulsa community college,"20,199",1.0,0.0,0.0,0.0,1.0,18,1.0,16.0,1.0,1.0
OK,university of central oklahoma,"15,469",1.0,0.0,1.0,0.0,0.0,22,3.0,19.0,0.0,0.0
OK,university of oklahoma health sciences center,"3,452",4.0,0.0,1.0,1.0,2.0,95,2.0,84.0,9.0,1.0
OK,university of oklahoma norman,"31,604",2.0,0.0,1.0,0.0,1.0,224,11.0,182.0,31.0,0.0
OR,oregon state university,"39,950",1.0,0.0,0.0,1.0,0.0,288,13.0,267.0,8.0,2.0
OR,portland state university,"27,510",7.0,0.0,1.0,3.0,3.0,253,46.0,177.0,30.0,2.0
PA,albright university,"1,863",2.0,0.0,1.0,1.0,0.0,6,1.0,3.0,2.0,0.0
PA,allegheny college,"1,682",0.0,0.0,0.0,0.0,0.0,12,1.0,11.0,0.0,0.0
PA,allegheny county community college,"18,819",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,bucknell university,"3,847",5.0,0.0,5.0,0.0,0.0,56,0.0,56.0,0.0,0.0
PA,butler county community college,"3,442",0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
PA,california university,,0.0,0.0,0.0,0.0,0.0,5,0.0,5.0,0.0,0.0
PA,carlow university,"2,345",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,chatham university,"2,786",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,desales university,"3,988",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,drexel university,"26,386",37.0,0.0,6.0,20.0,11.0,355,16.0,265.0,74.0,0.0
PA,duquesne university,"9,161",3.0,0.0,1.0,0.0,2.0,38,1.0,37.0,0.0,0.0
PA,east stroudsburg university,"5,853",4.0,0.0,0.0,1.0,3.0,46,0.0,46.0,0.0,1.0
PA,franklin and marshall college,"2,198",7.0,0.0,4.0,0.0,3.0,29,3.0,24.0,2.0,0.0
PA,gannon university,"5,202",0.0,0.0,0.0,0.0,0.0,12,1.0,11.0,0.0,0.0
PA,indiana university punxsutawney,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,juniata college,"1,398",0.0,0.0,0.0,0.0,0.0,3,0.0,3.0,0.0,0.0
PA,lackawanna college scranton,"4,239",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,lafayette college,"2,762",0.0,0.0,0.0,0.0,0.0,35,9.0,25.0,1.0,0.0
PA,lehigh university,"7,696",5.0,0.0,2.0,1.0,2.0,71,5.0,66.0,0.0,0.0
PA,lincoln university,"2,051",7.0,0.0,1.0,0.0,6.0,12,4.0,8.0,0.0,0.0
PA,lock haven university,,2.0,0.0,2.0,0.0,0.0,13,3.0,9.0,1.0,0.0
PA,luzerne county community college,"6,306",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,mansfield university,,0.0,0.0,0.0,0.0,0.0,4,0.0,4.0,0.0,0.0
PA,mercyhurst university,"3,520",2.0,0.0,1.0,0.0,1.0,17,0.0,17.0,0.0,0.0
PA,moravian college,"2,957",0.0,0.0,0.0,0.0,0.0,24,6.0,18.0,0.0,0.0
PA,mount aloysius university,"2,924",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,pennsylvania college of technology,"4,516",5.0,0.0,2.0,2.0,1.0,50,3.0,46.0,1.0,0.0
PA,pennsylvania state university carlisle,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,pennsylvania state university fayette,559,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,pennsylvania state university new kensington,597,0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0
PA,pennsylvania state university york,829,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0
PA,point park university,"4,171",1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0
PA,robert morris university,"5,387",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,saint francis university,"3,413",2.0,0.0,2.0,0.0,0.0,6,1.0,5.0,0.0,0.0
PA,temple university,"38,470",29.0,0.0,1.0,18.0,10.0,224,6.0,199.0,19.0,1.0
PA,thiel college,882,2.0,0.0,2.0,0.0,0.0,1,0.0,1.0,0.0,0.0
PA,university of pittsburgh bradford,"2,266",1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
PA,university of pittsburgh greensburg,"1,475",0.0,0.0,0.0,0.0,0.0,5,1.0,4.0,0.0,0.0
PA,university of pittsburgh pittsburgh,"36,128",4.0,0.0,1.0,1.0,2.0,103,0.0,102.0,1.0,0.0
PA,university of scranton,"5,183",4.0,0.0,3.0,0.0,1.0,36,0.0,35.0,1.0,0.0
PA,villanova university,"12,034",11.0,0.0,9.0,0.0,2.0,57,5.0,52.0,0.0,0.0
PA,wilkes university,"7,263",1.0,0.0,1.0,0.0,0.0,11,0.0,11.0,0.0,0.0
RI,brown university,"11,151",0.0,0.0,0.0,0.0,0.0,93,7.0,62.0,24.0,0.0
RI,university of rhode island,"20,793",2.0,0.0,0.0,0.0,2.0,43,5.0,38.0,0.0,0.0
SC,clemson university,"30,368",7.0,0.0,1.0,0.0,6.0,146,8.0,120.0,18.0,1.0
SC,coastal carolina university,"11,562",10.0,0.0,8.0,0.0,2.0,90,3.0,84.0,3.0,0.0
SC,college of charleston,"12,549",1.0,0.0,1.0,0.0,0.0,35,4.0,30.0,1.0,0.0
SC,francis marion university,"4,501",5.0,0.0,3.0,0.0,2.0,10,2.0,8.0,0.0,0.0
SC,lander university,"4,369",3.0,0.0,2.0,0.0,1.0,20,1.0,19.0,0.0,0.0
SC,medical university of south carolina,"3,756",9.0,0.0,1.0,2.0,6.0,88,3.0,81.0,4.0,0.0
SC,university of south carolina beaufort,"2,474",0.0,0.0,0.0,0.0,0.0,8,0.0,8.0,0.0,0.0
SC,university of south carolina,"38,614",3.0,0.0,2.0,0.0,1.0,136,15.0,109.0,12.0,1.0
SC,university of south carolina upstate,"6,590",1.0,0.0,1.0,0.0,0.0,9,0.0,9.0,0.0,0.0
SC,winthrop university,"6,071",1.0,0.0,0.0,0.0,1.0,20,0.0,19.0,1.0,0.0
SC,york technical college,"5,548",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
SD,south dakota state university,"13,726",0.0,0.0,0.0,0.0,0.0,28,0.0,25.0,3.0,0.0
TN,east tennessee state university,"15,096",6.0,0.0,1.0,0.0,5.0,63,7.0,55.0,1.0,0.0
TN,middle tennessee state university,"28,573",3.0,0.0,2.0,1.0,0.0,66,0.0,65.0,1.0,0.0
TN,tennessee state university,"8,976",1.0,0.0,0.0,0.0,1.0,29,4.0,24.0,1.0,0.0
TN,tennessee technological university,"10,804",1.0,0.0,1.0,0.0,0.0,36,1.0,33.0,2.0,0.0
TN,university of memphis,"25,394",13.0,0.0,2.0,3.0,8.0,183,7.0,104.0,72.0,0.0
TN,university of tennessee chattanooga,"12,384",1.0,0.0,0.0,1.0,0.0,102,6.0,93.0,3.0,1.0
TN,university of tennessee knoxville,"34,640",4.0,0.0,2.0,0.0,2.0,93,15.0,71.0,7.0,0.0
TN,university of tennessee martin,"7,803",3.0,0.0,2.0,0.0,1.0,22,1.0,20.0,1.0,0.0
TN,university of south,"1,954",1.0,0.0,1.0,0.0,0.0,21,5.0,15.0,1.0,0.0
TN,vanderbilt university,"14,770",22.0,0.0,7.0,4.0,11.0,384,7.0,333.0,44.0,0.0
TX,alvin community college,"7,327",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,angelo state university,"12,438",1.0,0.0,1.0,0.0,0.0,26,0.0,24.0,2.0,0.0
TX,austin college,"1,242",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,austin community college district,"56,531",0.0,0.0,0.0,0.0,0.0,71,6.0,57.0,8.0,1.0
TX,baylor health care system,,7.0,0.0,3.0,3.0,1.0,332,8.0,287.0,37.0,0.0
TX,brazosport college,"5,599",0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
TX,central texas college,"16,868",0.0,0.0,0.0,0.0,0.0,9,2.0,7.0,0.0,0.0
